"","study","subject","pipeline","index","fwhm","scheme"
"6463","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",2,4.31283861364573,"DSI 258"
"6464","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",3,4.3064965459999,"DSI 258"
"6465","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",4,4.29564120689874,"DSI 258"
"6466","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",5,4.31438200119309,"DSI 258"
"6467","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",6,4.29872907324133,"DSI 258"
"6468","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",7,4.31167579660134,"DSI 258"
"6469","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",8,4.34047377286835,"DSI 258"
"6470","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",9,4.31708446659578,"DSI 258"
"6471","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",10,4.29816214680314,"DSI 258"
"6472","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",11,4.31338273861388,"DSI 258"
"6473","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",12,4.32692574189136,"DSI 258"
"6474","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",13,4.31347879730767,"DSI 258"
"6475","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",14,4.33468923685246,"DSI 258"
"6476","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",15,4.29977954580226,"DSI 258"
"6477","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",16,4.28460797206889,"DSI 258"
"6478","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",17,4.3250951151936,"DSI 258"
"6479","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",18,4.34059413151059,"DSI 258"
"6480","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",19,4.35083732658816,"DSI 258"
"6481","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",20,4.31279235216168,"DSI 258"
"6482","DSI 258","83dedb9f41f6616d34d5d68eef8e2ae1dc4732a543d6ffab578441829c7fd552","QSIPrep",21,4.33540814442666,"DSI 258"
"6483","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",0,4.27938946865632,"DSI 258"
"6484","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",1,4.28978985197335,"DSI 258"
"6485","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",2,4.29432234763381,"DSI 258"
"6486","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",3,4.30044551130859,"DSI 258"
"6487","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",4,4.2460010896491,"DSI 258"
"6488","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",5,4.25308690398561,"DSI 258"
"6489","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",6,4.2647097054435,"DSI 258"
"6490","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",7,4.3040494669019,"DSI 258"
"6491","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",8,4.28774949637558,"DSI 258"
"6492","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",9,4.32372896373591,"DSI 258"
"6493","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",10,4.28528639016528,"DSI 258"
"6494","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",11,4.27126732187756,"DSI 258"
"6495","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",12,4.35397489888699,"DSI 258"
"6496","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",13,4.31491535059669,"DSI 258"
"6497","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",14,4.37408555442789,"DSI 258"
"6498","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",15,4.30892024397713,"DSI 258"
"6499","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",16,4.42111154970265,"DSI 258"
"6500","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",17,4.29285048468928,"DSI 258"
"6501","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",18,4.28037936791876,"DSI 258"
"6502","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",19,4.37768978386696,"DSI 258"
"6503","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",20,4.27943234818899,"DSI 258"
"6504","DSI 258","aacd35b365687d2b1655aa66b593355e919a75117d3c3d256a85d21a3d784481","QSIPrep",21,4.43290781670009,"DSI 258"
"6505","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",0,4.37011940336292,"DSI 258"
"6506","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",1,4.36958644364849,"DSI 258"
"6507","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",2,4.3619328596515,"DSI 258"
"6508","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",3,4.36068776991286,"DSI 258"
"6509","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",4,4.36313459176747,"DSI 258"
"6510","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",5,4.34976031837691,"DSI 258"
"6511","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",6,4.30077537152502,"DSI 258"
"6512","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",7,4.32375174176574,"DSI 258"
"6513","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",8,4.29118346656827,"DSI 258"
"6514","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",9,4.38558127731749,"DSI 258"
"6515","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",10,4.33217536652945,"DSI 258"
"6516","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",11,4.29895276695882,"DSI 258"
"6517","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",12,4.31430615072905,"DSI 258"
"6518","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",13,4.30903605276619,"DSI 258"
"6519","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",14,4.32118330904488,"DSI 258"
"6520","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",15,4.30214551576945,"DSI 258"
"6521","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",16,4.30803745616705,"DSI 258"
"6522","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",17,4.30331449836783,"DSI 258"
"6523","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",18,4.30206528434006,"DSI 258"
"6524","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",19,4.35522352540324,"DSI 258"
"6525","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",20,4.36037674502057,"DSI 258"
"6526","DSI 258","932817de5cce336b6ec9d5396eac916b0b34b52305a05a7b83289531030b4b36","QSIPrep",21,4.35805649322758,"DSI 258"
"6527","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",0,4.18485576678446,"DSI 258"
"6528","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",1,4.18115816770607,"DSI 258"
"6529","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",2,4.18521085916129,"DSI 258"
"6530","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",3,4.1715124680832,"DSI 258"
"6531","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",4,4.18880320021589,"DSI 258"
"6532","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",5,4.21192183090073,"DSI 258"
"6533","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",6,4.20148075294132,"DSI 258"
"6534","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",7,4.19256924786832,"DSI 258"
"6535","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",8,4.1889341452431,"DSI 258"
"6536","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",9,4.20992561745673,"DSI 258"
"6537","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",10,4.19700471405697,"DSI 258"
"6538","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",11,4.20501241129318,"DSI 258"
"6539","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",12,4.21026492282757,"DSI 258"
"6540","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",13,4.19310336631309,"DSI 258"
"6541","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",14,4.20117828990196,"DSI 258"
"6542","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",15,4.17160186860166,"DSI 258"
"6543","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",16,4.1848348051046,"DSI 258"
"6544","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",17,4.15339330226092,"DSI 258"
"6545","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",18,4.19687098311179,"DSI 258"
"6546","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",19,4.21921606699711,"DSI 258"
"6547","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",20,4.16187251956686,"DSI 258"
"6548","DSI 258","2232d11d51f7bdb03cd22e755b6b3a578c814866d0f8be9dc106f5900b701807","QSIPrep",21,4.19829863632945,"DSI 258"
"6549","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",0,4.33156592143085,"DSI 258"
"6550","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",1,4.3430736138372,"DSI 258"
"6551","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",2,4.33611611098006,"DSI 258"
"6552","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",3,4.37898547389017,"DSI 258"
"6553","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",4,4.39024928818702,"DSI 258"
"6554","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",5,4.39971444892038,"DSI 258"
"6555","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",6,4.40100438117721,"DSI 258"
"6556","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",7,4.39568364966663,"DSI 258"
"6557","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",8,4.39861438549852,"DSI 258"
"6558","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",9,4.39671617884474,"DSI 258"
"6559","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",10,4.4170179693186,"DSI 258"
"6560","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",11,4.41245196938223,"DSI 258"
"6561","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",12,4.55631104315135,"DSI 258"
"6562","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",13,4.41221815758881,"DSI 258"
"6563","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",14,4.41340016901787,"DSI 258"
"6564","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",15,4.57372544308085,"DSI 258"
"6565","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",16,4.41239579566396,"DSI 258"
"6566","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",17,4.43102239055736,"DSI 258"
"6567","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",18,4.58996710584204,"DSI 258"
"6568","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",19,4.42488081819919,"DSI 258"
"6569","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",20,4.42522133250022,"DSI 258"
"6570","DSI 258","a8f8243c1b9e2e4ceb40e55f27bb910fd3d2822f2ba0290b1dca4269ed2ff2bf","QSIPrep",21,4.43693600426032,"DSI 258"
"6571","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",0,4.29197888630641,"DSI 258"
"6572","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",1,4.29137924450826,"DSI 258"
"6573","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",2,4.30908621050684,"DSI 258"
"6574","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",3,4.38885354188228,"DSI 258"
"6575","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",4,4.36181911391483,"DSI 258"
"6576","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",5,4.29174106579509,"DSI 258"
"6577","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",6,4.29826655522485,"DSI 258"
"6578","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",7,4.27289709173861,"DSI 258"
"6579","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",8,4.30237976342979,"DSI 258"
"6580","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",9,4.3099138014523,"DSI 258"
"6581","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",10,4.28910627296525,"DSI 258"
"6582","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",11,4.27759136728312,"DSI 258"
"6583","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",12,4.31077612122844,"DSI 258"
"6584","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",13,4.30081564383693,"DSI 258"
"6585","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",14,4.26519738278265,"DSI 258"
"6586","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",15,4.27850034777963,"DSI 258"
"6587","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",16,4.31552396631225,"DSI 258"
"6588","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",17,4.29593012370979,"DSI 258"
"6589","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",18,4.33873370618123,"DSI 258"
"6590","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",19,4.3015055401096,"DSI 258"
"6591","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",20,4.29697103240862,"DSI 258"
"6592","DSI 258","b7efdb03d4f5dade258b5346c1d17862648b341111312e752ce8770e02c33df0","QSIPrep",21,4.29839470821012,"DSI 258"
"6593","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",0,4.33463393354977,"DSI 258"
"6594","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",1,4.33779248074249,"DSI 258"
"6595","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",2,4.31440491111163,"DSI 258"
"6596","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",3,4.29396197394633,"DSI 258"
"6597","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",4,4.31943841289607,"DSI 258"
"6598","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",5,4.37099060509158,"DSI 258"
"6599","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",6,4.30197482682492,"DSI 258"
"6600","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",7,4.31325373332927,"DSI 258"
"6601","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",8,4.30514532331635,"DSI 258"
"6602","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",9,4.34024674185243,"DSI 258"
"6603","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",10,4.35065621507028,"DSI 258"
"6604","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",11,4.34723030466026,"DSI 258"
"6605","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",12,4.34123152783207,"DSI 258"
"6606","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",13,4.30406455894841,"DSI 258"
"6607","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",14,4.30941414410737,"DSI 258"
"6608","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",15,4.33041147082302,"DSI 258"
"6609","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",16,4.30373037770791,"DSI 258"
"6610","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",17,4.2908268547299,"DSI 258"
"6611","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",18,4.30895718144762,"DSI 258"
"6612","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",19,4.31459848455702,"DSI 258"
"6613","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",20,4.27592063578017,"DSI 258"
"6614","DSI 258","9ddd977f29290b3c535ab881be1f92745ec3f5b0b957a0a923c4c86ae5f34d61","QSIPrep",21,4.36442196009382,"DSI 258"
"6615","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",0,4.10880564805252,"DSI 258"
"6616","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",1,4.10552519826788,"DSI 258"
"6617","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",2,4.12139678679637,"DSI 258"
"6618","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",3,4.10555849906153,"DSI 258"
"6619","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",4,4.14972877195639,"DSI 258"
"6620","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",5,4.14910144297242,"DSI 258"
"6621","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",6,4.13020333061669,"DSI 258"
"6622","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",7,4.14791725032766,"DSI 258"
"6623","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",8,4.13322074834625,"DSI 258"
"6624","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",9,4.14864525614962,"DSI 258"
"6625","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",10,4.14484720936511,"DSI 258"
"6626","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",11,4.1386923703928,"DSI 258"
"6627","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",12,4.15790294010641,"DSI 258"
"6628","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",13,4.11297426563178,"DSI 258"
"6629","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",14,4.16821290287513,"DSI 258"
"6630","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",15,4.15077637318239,"DSI 258"
"6631","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",16,4.16036082774115,"DSI 258"
"6632","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",17,4.13579677956703,"DSI 258"
"6633","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",18,4.10555179431035,"DSI 258"
"6634","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",19,4.12140402949774,"DSI 258"
"6635","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",20,4.12436784308197,"DSI 258"
"6636","DSI 258","65d314a9b24c91be123f1bc19ba2717b9f920ec90d6139807b0ec448c1f6e0ab","QSIPrep",21,4.14849960651984,"DSI 258"
"6637","DSI 258","23b76c6df48c76cfc578f4707629d796091301db9e4e9ff70dedca128424a9b3","QSIPrep",0,4.36772217169997,"DSI 258"
"6638","DSI 258","23b76c6df48c76cfc578f4707629d796091301db9e4e9ff70dedca128424a9b3","QSIPrep",1,4.37947826082178,"DSI 258"
"6639","DSI 258","23b76c6df48c76cfc578f4707629d796091301db9e4e9ff70dedca128424a9b3","QSIPrep",2,4.37474683417575,"DSI 258"
"6640","DSI 258","23b76c6df48c76cfc578f4707629d796091301db9e4e9ff70dedca128424a9b3","QSIPrep",3,4.52420071321145,"DSI 258"
"6641","DSI 258","23b76c6df48c76cfc578f4707629d796091301db9e4e9ff70dedca128424a9b3","QSIPrep",4,4.40110997980344,"DSI 258"
